Title,URL,Address,Description
AFFORDABLE CHILCARE AVAILABLE IN MY HOME,https://newyork.craigslist.org/lgi/kid/d/affordable-chilcare-available/6314849481.html,Long beach island park,"
        
I AM A MOTHER OF THREE ADULT SONS WITH OVER 25 YEARS OF DAYCARE
EXPERIENCE. WITH TWO  P/T ASSISTANTS
2 NEW OPEN SPOTS.   WILL GO QUICK!!!
I CAN OFFER YOU AND YOUR CHILD THE FOLLOWING


EXCELLENT REFERENCES UPON REQUEST

SAFE, FUN, LEARNING ENVIRONMENT

SMOKE FREE AND PET FREE HOME

AGE APPROPRIATE ACTIVITIES AND TOYS

CPR CERTIFIED

FENCED IN BACKYARD ON QUIET STREET DEAD END STREET

HEALTHY HOT MEALS AND SNACKS

CIRCLE TIME

BABY YOGA  (IAM A CERTIFIED 200HR YOGA INSTRUCTOR)

DAILY ARTS AND CRAFTS

BABY SIGN LANGUAGE

MUSIC, DANCE, LEARNING AND FUN!

DAILY REPORTS SENT HOME RECAPPING THEIR DAY

CLOSE TO PARKWAYS AND TRAIN STATION (CLOSER TO ISLAND PARK TRAIN)

VERY AFFORDABLE RATES AND FLEXIBLE HOURS

OVERNIGHT CARE AVAILABLE

RANCH STYLE HOUSE  I DO NOT RESIDE HERE SO THE ENTIRE HOUSE IS DEDICATED TO THE CHILDREN. EVERY ROOM IS COMPLETELY CHILDPROOF AND MAY EXPLORE AT THERE LEISURE.

IN ADDITION TO THE ABOVE I WILL FILL YOUR CHILD'S DAY WITH LOTS OF LOVE

I THINK ITS IMPORTANT TO PAY CLOSE ATTENTION TO THE DEVELOPMENT OF A CHILD'S

SELF CONFIDENCE AND SELF ESTEEM. THESE ARE THE BUILDING BLOCKS THAT WILL DETERMINE YOUR CHILD'S DELVELOPMENT AND BEHAVIOR IN THE FUTURE.

THIS CAN SOMETIMES BE OVERLOOKED WHEN YOUR CHILD IS IN A DAYCARE SETTING.

IF YOU ARE INTERESTED IN MY SERVICES PLEASE CONTACT ME FOR AN INTERVIEW

KAREN



THANK-YOU    "
PRESChOOL 5a-3:00p Age 1-5,https://newyork.craigslist.org/brk/kid/d/preschool-5a-300p-age-1-5/6305403776.html,Limited Space Kids Wear Uniform,"
        
Visit us on facebook.com call admission for more info 
Preschool Kids Wear Uniform Limited Space 5am-3:oo pm Call today open house available
*CPR Certified
*Circle time-story time- singing and dancing
*Arts and Crafts and more
*meals included
*Limited Space

*Our days are filled with

*Music, Singing and Dancing

*Reading and Storytelling

*Fun Learning Activities

*Coloring and Painting

*Indoor and Outdoor Play

*CPR Certified - First Aid Trained




call daycare office 
 
 between 9am-9pm 
Location near a e and j  train many buses avail 111st stop on both trains    "
★Part Time Parents Can pick Any 3 Days=,https://newyork.craigslist.org/que/kid/d/part-time-parents-can-pick/6309681011.html,Open mon-sun 24hr All Ages Welcome,"
        
Toddler Special Going On Now 
Preschool education early on is very important.  At our daycare facility this is our focus for sure! We started helping children succeed years ago with proving learning steps! If you need help with your little scholar give us a call today! 
 
 between 9am-8pm 
 pick any 3 days you need for part time child care 
we are open mon-sun
_____________________________________________________________________
Hello good day parents license daycare ran by a former Licensed Nursing Assistant 
call today to book open house appointment also call today to get info to view our Facebook,instagram and website page 



_____________________________________________

great student teacher ratio 
accepting all ages by appointment only please make sure to bring all document when registering 

we laugh, learn, and play together, adults and children 

in home day care setting no over crowded day cares

____________________________________________________________________
* breakfast, lunch, SNACK dinner, and snack FREE OF CHARGE 

* teaching shapes and colors, days of the week, months, 
* abc's n 123's 

* teaching how to write names and draw shapes

* teaching days of the week and month 

* trips weather permitting.
___________________________________________________________________
* holidays and birthday parties , 

* Theme days such as crazy hat, pajama and more !

* outstanding references from all clients who are more than happy 

potty training home work daily 

_____________________________________________



((( You deserve to save parents you work so hard Enroll now While Great discounts are being offered such as refer a friend, sibling discount, and new year discount ))
____________________________________________________________________________
(ask for weekend rates )
please feel free to call daycare office between 9am-8pm 
 
 we friendly and always available to to discuss your child care needs and concern 
(no texts or emails, calls only thank  you )
___________________________________________________________________
Located South ozone 11420 Near A,J train atlantic avenue and the belt parkway for parents that drive    "
@Evening/Overnight childcare free meals kids r #1 enroll ur precious,https://newyork.craigslist.org/que/kid/d/evening-overnight-childcare/6309434553.html,bundle of joy & join our family ):,"
        
Are you looking for a daycare provider that focuses on your child's development?
Our staff here at Marcy Precious Little 1s Daycare loves our students. 


We are thankful for the relationship we have with them and their parents. It's such a wonderful feeling to know we have made a positive impact on so many children lives. 


We love to meet new kids and have them be apart of our class. Call us today if you are looking for a daycare provider 
 

license daycare


Evening/overnight childcare 
located: south ozone park 11420
kids r #1 enroll ur precious bundle of joy & join our family ):
Evening childcare 
 license daycare open 24 hours 7 days a week 
license daycare created for parents owned by a mom and a nurse 
quality professional reliable care 
free meals 
fun educational program lots of leaning and toddler hw 
call now to join our program 
 
 call between 8am-8pm 

sorry we are not hiring 
located near q 24, 37, 56 bus 
former licensing nursing Technician on site 
thank you for your interest we look forward to working with you

    "
全民健保法案 (奧巴馬),https://newyork.craigslist.org/brk/kid/6314854993.html,"Gravesend,Bensonhurst, Brooklyn","
        
即日起提供免費紐約健保顧問服務,避免罸款

布碌崙華人聯合會 (United Chinese Association of Brooklyn) 是紐約州政府指定認證的健保顧問機構。我們由即日起免費協助

民眾申請紐約州健保(奧巴馬健保法),提供紐約州健保福利資訊,幫助閣下了解自身的

醫療權利,以及令閣下能及時獲得醫療保險,避免罸款。

無論閣下是個人,家庭,小商業主需要申請低廉醫療保險計劃,我們都將免費提供各種健

保計劃訊息和建議,使您能夠從眾多醫療保險公司提供的方案中挑選最適合閣下的一款。

如果您的收入符合低收入醫療輔助(Medicaid, 俗稱白卡)或是兒童保健計劃(CHP)但

目前還沒有醫療保險,或是剛搬到紐約,或者目前的保險失效以及其他的情況的民眾,都

可能符合申請醫療保險。相反,如果閣下收入超過Medicaid申請資格,我們可以協助閣下

篩檢您是否符合聯邦稅收抵免以及降低成本分擔的資格。

如有任何疑問,請致電或前往本會諮詢是否可以免費參與或購買紐約州健保市場的醫療保

險計劃。電話是 
 
 或 
 
。請找我們紐約州註册健保導航員張先生了

解更詳細紐約州健保福利以及相關事宜,亦可以預約時間見面了解閣下資格。費用全免。

我們會說廣東話,國語,福州話。本會地址是布碌崙 78 Quentin Road(近西11街),民眾

可乘坐布碌崙康利島方向的 N 車到 Kings Highway 站下車。辦工時間為逢週一至週五,上

午9點至下午5點。    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6297694827.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6297695353.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
"CHILD CARE IN BRONX, NY AREA!",https://newyork.craigslist.org/brx/kid/d/child-care-in-bronx-ny-area/6314863192.html,160 STREET,"
        
HOLA! :) HELLO! :)
Welcome to our post about Little Steps Day Care!

Little Steps Day Care (LSDC) is licensed by the New York City Department of Health and Mental Hygiene. We aim to provide a safe, nurturing and optimistic Early Learning environment for your child/ren. 

A little about us:

*We are bilingual (English and Español)
*We've been open for 6 years and have a second facility opening soon
*Staff is CPR and First Aid certified
*Our staff is also CDA (Child Development Associate) certified
*Nutritional meals are served daily. Only fresh products are used and all food is prepared on site
*Our hours of operation are 8am-6pm...Hours may be altered by verbal or written agreement between provider and parent
*Accept children from the age of 3months to 12 years old
*Provide developmentally appropriate activities for every child
*We accept HRA ,ACS and PRIVATE  
*Local after school pick-up provided 
*Trips are planned during school breaks and vacations 

A small look at our philosophy:

-We are aware of the importance of cleanliness and the major role it plays in our children's health. We make it a priority to provide an atmosphere that promotes health, prevents illnesses and teaches children healthy and safe practices towards wellness from a young age. 
-We create weekly plans utilizing observational data to support goals for both individual and group children. Schedules include a balance of learning experiences and activities that provide opportunities for children to interact with one another and the outside world, develop their senses and stimulate their mental and physical growth.
-We believe in developing a warm, positive, supportive and responsive relationship with each child. Getting to know who they are not only aides in providing the best care, but it helps us assist each child in learning about their individuality and cultural identities allowing a sense of pride in them to flourish. 
-We believe in a program that incorporates the essence of togetherness within providers and families. One that encourages the cooperation of the children's families and provides them different means of communication and resources.

Our daycare aims to provide top quality in-home child care services and a welcoming atmosphere for both children and families. 
We'd love to hear from you! Give us a call or send us an e-mail for more information and to set up a tour.
Thank You for choosing us! 

Location: Bronx, NY (10456)
Phone Number: 

 
 (English)

 
 (Spanish)


    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6297694503.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6276344583.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6297695694.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
🌈CHILDCARE AVAILABLE🌈,https://newyork.craigslist.org/brk/kid/d/childcare-available/6314880753.html,Crown Heights,"
        

Good day, stay at home mom here looking to care for a child/children from my home. All children between Newborn and 4 years of age welcome. For more information and details please contact me...

Thank You    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6312062769.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
Nanny,https://newyork.craigslist.org/stn/kid/d/nanny/6314898702.html,,"
        
HelloI, I have over 25 years of experience in childcare. I have worked in a daycare as well as for private families. I specialize in infant to preschool aged children. I also have experience with twins and multiple children. I am available part time or full time. 

    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6312062476.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
University Educated Nanny for Hire,https://newyork.craigslist.org/mnh/kid/d/university-educated-nanny-for/6314870102.html,,"
        
University educated nanny for hire.
Looking for a position caring for 1 - 2 children in Manhattan.

- B.A. Communication 
- Early childhood education 
- Age: 26
- CPR/AED certified 
- Valid U.S. passport 
- Fluent English speaker 
- Spanish conversant 
- Safety course certifications 
- Level 1 Antiterrorism certification 
- Special needs experience 
- Prepares snacks and meals for children 
- Plans age appropriate activities
- Fosters overall well - being for children 
- Plans consistent play dates for children 
- Reads daily to children 
- Arts and crafts oriented 
- High profile experience 
- Willing to sign an NDA
- City savvy
- Punctual
- Responsible
- Respectful 
- Calm

Available for immediate hire 
Salary + Benefits    "
Amazing manny available for date nights!,https://newyork.craigslist.org/mnh/kid/d/amazing-manny-available-for/6314885870.html,,"
        
Hello Parents!
Do you need a friday or saturday night out? I am here to take care of the kids. 
I am a fun loving manny, down to earth person and very nurturing man who loves to be around children. I work during the week as a kid swim instructor and I am looking for more hours during the week end. 
I am CPR and first aid certified and I have exellent references. I am also bilingual I speak Spanish and English.
If you have any question don't hesitate to send me an e-mail, I will be pleased to answer you.
Thank you for your time and consideration.    "
Very active manny available for nights out!,https://newyork.craigslist.org/mnh/kid/d/very-active-manny-available/6314905077.html,Upper East Side,"
        
Hello Parents!
I am a fun, sport passionate swim instructor/manny who loves to help very busy families. If you need some coverage for Fridays or Saturdays I will be pleased to take care of the kids. 
I am CPR and first aid certified and I have exellenreferences.
If you have any question don't hesitate to contact me, I will get back to you as soon as possible. 
Thank you for your time and consideration.    "
"Licensed - Homer Bean Group Family Day Care - 149th & 3rd Ave, Melrose",https://newyork.craigslist.org/brx/kid/d/licensed-homer-bean-group/6314924854.html,"10451, 10452, 10454, 10455, 10456","
        


- Hablamos Espanol -



We provide complete Day Care services in a private home with an entire floor dedicated to your child. Your child will enjoy their time in a fun, safe, learning environment. Our certified and licensed providers will play, teach and care for your children as if they were our own in a spacious, kid friendly environment. Your child will have access to:

 


ACS, HRA and private payments accepted.  We offer affordable weekly and monthly payment plans.  Please visit the website or call to schedule a visit.



We are a private home located in the Melrose section of the Bronx near the 149th Street and 3rd Avenue train station(2 & 5 trains). Easily accessible from bus (# 21, 15, 19, 2, 41 buses). We can easily be reached from Yankee Stadium and the 161st street / Grand Concourse section of the Bronx. 







 
accessible to area codes 10451, 10452, 10453, 10454, 10455, 10456    "
Babysitter - Childcare - NYC Department of Education Certified,https://newyork.craigslist.org/stn/kid/d/babysitter-childcare-nyc/6286445905.html,Staten Island,"
        
Experienced childcare provided by 32yr old certified DOE employee currently taking a permanent childcare leave to raise my own children (newborn & 3yrs old)

I'm located in the Rossville area (10309) of Staten Island in a pet-free, child-friendly, and smoke-free household. 

Rates are $15hr non-neg (multi-child discount).  I am unavailable to pickup, dropoff, etc. from local schools.  Arrangement must be dropoff/pickup by parent to my home.  

Please feel free to contact me if you would like to set up a meet and greet.  I look forward to hearing from you!

    "
Childcare Services .....,https://newyork.craigslist.org/jsy/kid/d/childcare-services/6278963214.html,jersey city,"
        
Hi parents I'm ms latrice a childcare provider/ license NANNY I'm CPR and certified  to care for kids in  my home on a weekly basis I provide  meals and daily learning.im ACCEPTING infants-TODDLERS between the hours of 8am-6pm please call for more information 
 
    "
"TERRIFIC, RELAIBLE NANNY AVAILABLE FULL TIME",https://newyork.craigslist.org/brk/kid/d/terrific-relaible-nanny/6314938669.html,All Brooklyn,"
        
I have been a NYC nanny for over 11 years with experience with newborn to teenagers. My goal and objective is to provide a fun well organized nurturing day for any child in my care. I keep schedules and form balanced routines for feeding napping and play. 
My typical duties include but not limited to:
Feeding and diapering, preparing meals, laundry, potty training, tidying up, taking kids to playdates and classes, running errands and light housekeeping. 
I am a very happy, fun caring and active woman with a bubbly personality. Spending time outside is very important to me as it helps kids develop a sense of nature and awareness. I love to read and encourage reading with kids, I read to them and sing, play crafts and games puzzles and board games.
Being a nanny is very rewarding to me as I love being a part of childrens upbringing helping instill core values they can learn from. By hiring me as your nanny, you will be very happy and feel secure that your children are in the care of a woman who genuinely loves them. 
I am available for interviews and can be reached by phone at 
 

    "
Loving and exp. nanny offers reasonable rates.,https://newyork.craigslist.org/que/kid/d/loving-and-exp-nanny-offers/6314813908.html,"Bayside, Bay Terrace, Oakland Gardens","
        
Hello Working Parents:

Do you need child care but are worried about the cost? I can work with you to come up with a rate that you can afford. I am offering full time or part time child care for your baby. No after-school care only. 

KEY QUALIFICATIONS

* 8 years of work experience as a nanny with a family.
* Strong ability to bond with baby or child and form a trusting relationship.
* Excellent knowledge of playtime, reading, and various activities for child.
* Committed to working energetically for child's mental and physical advancement and well-being.
* Ability to take care of both newborns and toddlers.

If you feel we would be a good match, please call or text. Serious inquiries only.    "
License quality Professional Daycare Open Mon-SUn,https://newyork.craigslist.org/que/kid/d/license-quality-professional/6314844244.html,24 hours Low Rates Call Today,"
        
License quality Professional Daycare 
hello good day 

hello good days parents
accepting ages 6 weeks and up 


*Accepting Full Time and Part Time*
*Accepting Children from 6 weeks and up

We offer the following for your little ones:
A creative curriculum 
Teach Fine Motor Skills
Social Skills Development
Academic Preparation
Affordable Fees
Potty Training
CPR, & First Aid Certification

Fun with numbers, letters, shapes, paint, and colors
Arts & Crafts

((Infants,toddler,preschool,weekend,overnight,Saturday,Sunday,summer program, emergency last minute drop-in care, before and after school
age 6 weeks and up 
Call daycare office 
 
 between 8am-8pm 
We offer a clean, child-safe environment that is designed to promote your child's comfort, health and well-being. Our facility is well equipped with toys for all ages, including a variety of children's books and arts and crafts supplies. Our mission is to create and maintain this environment, helping children to develop new skills, to exercise their creativity.

    "
24 HRS QUALITY CHILDCARE IN NORTH BRONX,https://newyork.craigslist.org/brx/kid/d/24-hrs-quality-childcare-in/6294029939.html,NORTH BRONX,"
        
Are you unable to find AFFORDABLE CHILD CARE that doesn't close their doors at 5PM? 
If you are looking for a SAFE, SECURE and LOVING environment for your child then Nobel Minds Childcare is the place to be. We are OPEN 24 HOURS!, to suit your child care needs. 

***BRAND NEW***

☆ Sibling Discount!
☆ After School Special Price!
☆ FREE School Pick Up!

We freshly prepare healthy Meals and Snacks, Secure indoor and outdoor play areas in a newly renovated facility, Potty train. Arts and Crafts, Dress Up, Reading Time, Outdoor Activities and Structured Learning. We Accept All Ages!

We provide an extensive Pre-K program, in which we also teach French. Being a Kindergarten teacher, I take pride in going above and beyond in making sure that every child reaches his/hers full potential. 

Call now to reserve your spot, as openings fills up quick. I look forward to meeting you and your family 
 
    "
EMERGENCY BABYSITTER,https://newyork.craigslist.org/mnh/kid/d/emergency-babysitter/6314769174.html,Upper East Side,"
        
My name is Victoria and I am college graduate with the child care experience. I am responsible, reliable, mature and caring person who lives on Upper East Side. 
 You can call me last minute for help and I will be there for you. 
Feel free to call me 
 

Yours truly,
VICTORIA
    "
全民健保法案 (奧巴馬),https://newyork.craigslist.org/brk/kid/6314657740.html,"Gravesend,Bensonhurst, Brooklyn","
        
即日起提供免費紐約健保顧問服務,避免罸款

布碌崙華人聯合會 (United Chinese Association of Brooklyn) 是紐約州政府指定認證的健保顧問機構。我們由即日起免費協助

民眾申請紐約州健保(奧巴馬健保法),提供紐約州健保福利資訊,幫助閣下了解自身的

醫療權利,以及令閣下能及時獲得醫療保險,避免罸款。

無論閣下是個人,家庭,小商業主需要申請低廉醫療保險計劃,我們都將免費提供各種健

保計劃訊息和建議,使您能夠從眾多醫療保險公司提供的方案中挑選最適合閣下的一款。

如果您的收入符合低收入醫療輔助(Medicaid, 俗稱白卡)或是兒童保健計劃(CHP)但

目前還沒有醫療保險,或是剛搬到紐約,或者目前的保險失效以及其他的情況的民眾,都

可能符合申請醫療保險。相反,如果閣下收入超過Medicaid申請資格,我們可以協助閣下

篩檢您是否符合聯邦稅收抵免以及降低成本分擔的資格。

如有任何疑問,請致電或前往本會諮詢是否可以免費參與或購買紐約州健保市場的醫療保

險計劃。電話是 
 
 或 
 
。請找我們紐約州註册健保導航員張先生了

解更詳細紐約州健保福利以及相關事宜,亦可以預約時間見面了解閣下資格。費用全免。

我們會說廣東話,國語,福州話。本會地址是布碌崙 78 Quentin Road(近西11街),民眾

可乘坐布碌崙康利島方向的 N 車到 Kings Highway 站下車。辦工時間為逢週一至週五,上

午9點至下午5點。    "
LICENSED CHILDCARE PROVIDER/HRA-ACD-PRIVATE/SATURDAYS,https://newyork.craigslist.org/brx/kid/d/licensed-childcare-provider/6314696692.html,E. 142 St. Morris Ave.,"
        
Hello Parents:

My name is Arlene and I am a licensed childcare provider for 15 years taking care of 6 children ages 6 weeks- 12 years old.  I am accepting ages 6 weeks-12 up to 5 years old..(no after school 5-13). I live across from Lincoln Hospital and the #32 bus stops in front of this building. I am accepting HRA, ACD, ACS, and Private (cash), I give receipts with every payment. 

I work all shifts including Saturdays,..i open at 5:00 am - until abt 9:00pm.. you tell me the days and hours you need care for. I also have HRA voucher forms to take to your worker. I have other certificates in Shaken Baby Syndrome, Sudden Infant Death, and Child Abuse and Maltreatment. I am CPR and First Aid certified. Please do not call just for Saturday care...your child must be at least 3 days in my care.

I am a mature lady with 3 grown children and 7 grandchildren. If your interested, please feel free to contact me at  
 
 -this is NOT a cell phone number. Please do not call to see if I am hiring (I am Not), and this is not a 24 hour daycare, I work your shift and days.

On the day of interview...I will give you my full address, I will never post on craigslist.

Se habla espanol.

Thank You
Arlene

Note: The new market rate increase for child care went up June 1st, 2016, you can find it on the UFT website.    "
24 HRS/AFTER SCHOOL SPECIAL!!!,https://newyork.craigslist.org/brx/kid/d/24-hrs-after-school-special/6293538673.html,NORTH BRONX,"
        
Are you unable to find AFFORDABLE CHILD CARE that doesn't close their doors at 5PM? 
If you are looking for a SAFE, SECURE and LOVING environment for your child then Nobel Minds Childcare is the place to be. We are OPEN 24 HOURS!, to suit your child care needs. 

***BRAND NEW***

☆ Sibling Discount!
☆ After School Special Price!
☆ FREE School Pick Up!

We freshly prepare healthy Meals and Snacks, Secure indoor and outdoor play areas in a newly renovated facility, Potty train. Arts and Crafts, Dress Up, Reading Time, Outdoor Activities and Structured Learning. We Accept All Ages!

We provide an extensive Pre-K program, in which we also teach French. Being a Kindergarten teacher, I take pride in going above and beyond in making sure that every child reaches his/hers full potential. 

Call now to reserve your spot, as openings fills up quick. I look forward to meeting you and your family 
 
    "
提供免費紐約健保顧問,https://newyork.craigslist.org/brk/kid/6314657681.html,"Gravesend,Bensonhurst, Brooklyn","
        
即日起提供免費紐約健保顧問服務,避免罸款

布碌崙華人聯合會 (United Chinese Association of Brooklyn) 是紐約州政府指定認證的健保顧問機構。我們由即日起免費協助

民眾申請紐約州健保(奧巴馬健保法),提供紐約州健保福利資訊,幫助閣下了解自身的

醫療權利,以及令閣下能及時獲得醫療保險,避免罸款。

無論閣下是個人,家庭,小商業主需要申請低廉醫療保險計劃,我們都將免費提供各種健

保計劃訊息和建議,使您能夠從眾多醫療保險公司提供的方案中挑選最適合閣下的一款。

如果您的收入符合低收入醫療輔助(Medicaid, 俗稱白卡)或是兒童保健計劃(CHP)但

目前還沒有醫療保險,或是剛搬到紐約,或者目前的保險失效以及其他的情況的民眾,都

可能符合申請醫療保險。相反,如果閣下收入超過Medicaid申請資格,我們可以協助閣下

篩檢您是否符合聯邦稅收抵免以及降低成本分擔的資格。

如有任何疑問,請致電或前往本會諮詢是否可以免費參與或購買紐約州健保市場的醫療保

險計劃。電話是 
 
 或 
 
。請找我們紐約州註册健保導航員張先生了

解更詳細紐約州健保福利以及相關事宜,亦可以預約時間見面了解閣下資格。費用全免。

我們會說廣東話,國語,福州話。本會地址是布碌崙 78 Quentin Road(近西11街),民眾

可乘坐布碌崙康利島方向的 N 車到 Kings Highway 站下車。辦工時間為逢週一至週五,上

午9點至下午5點。    "
Amazing Nanny Available,https://newyork.craigslist.org/mnh/kid/d/amazing-nanny-available/6311478144.html,BROOKLYN,"
        
Hi parents I have more than 9 years experience in childcare. I am a mature, responsible, reliable and cheerful person with excellent childcare and interpersonal skills and extensive experience as a live-out nanny. I simply love children, love caring for them and find them fascinating, and I am seeking further nanny work to continue doing what I love and broadening my experience. I have experience in providing on-going care to children of different ages, track record of assuming total responsibility of home in absence of parents and very skilled in managing hostile behavior of children in a polite manner. I provided play dates, bathing/dressing, meal prep and snacks, housekeeping, laundry, date nights, help with learning activities and whatever was required of me from the parents. Thank you and I look forward to hearing from you soon


    "
Experienced Child Care Provider,https://newyork.craigslist.org/que/kid/d/experienced-child-care/6301865797.html,Long Island City Queens,"
        
Building Hope Family Daycare

Affordable care
Experienced child care provider
Accepting children from 1 year of age  through 12 years of age 
Planned activities
Nutritious meals
Structured environment
After school pick up 

Accepting all vouchers and  cash payments
NYC Department of Health Certified
phone:
 
 
Ask for Cynthia



    "
Deep-Tissue Massages + Baths for Girls,https://newyork.craigslist.org/brx/kid/d/deep-tissue-massages-baths/6291049367.html,"Bx, Bk, NY, Qe","
        
Deep-Tissue Massages + Baths for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Pick up sitter wanted,https://newyork.craigslist.org/brk/kid/d/pick-up-sitter-wanted/6314539681.html,Brooklyn,"
        
Pickup sitter needed to pick up child from school at 2:15. Time will change to 5:15. Days monday?, Tuesday, Wednesday, Thursday, Friday?

    "
Deep-Tissue Massages + Baths for Girls,https://newyork.craigslist.org/brx/kid/d/deep-tissue-massages-baths/6294461259.html,"Bx, Bk, NY, Qe","
        
Deep-Tissue Massages + Baths for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Hot Oil Massages for Girls,https://newyork.craigslist.org/wch/kid/d/hot-oil-massages-for-girls/6298642574.html,"WestChester, BX, NY","
        
Hot Oil Massages for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Babysitter or date night zitter,https://newyork.craigslist.org/brk/kid/d/babysitter-or-date-night/6305149062.html,Brooklyn/manhattan,"
        
Available for Friday, Saturday and Sunday. I have been watching children for 8 years.  I am available at my home, accept last mins drop off.    "
Deep-Tissue Massages + Baths for Girls,https://newyork.craigslist.org/mnh/kid/d/deep-tissue-massages-baths/6296028303.html,"NY, Bx, Bk, Qe","
        
Deep-Tissue Massages + Baths for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Deep-Tissue Massages + Baths for Girls,https://newyork.craigslist.org/mnh/kid/d/deep-tissue-massages-baths/6296027676.html,"NY, Bx, Bk, Qe","
        
Deep-Tissue Massages + Baths for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Sensual Oil Massages for Girls,https://newyork.craigslist.org/wch/kid/d/sensual-oil-massages-for-girls/6298054111.html,"WestChester, BX, NY","
        
Sensual Oil Massages for Girls
Full-Body Massages, Oil Baths, Bikinis, Brazilians and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Evan & Friends Daycare/ Licensed Child Care Provider,https://newyork.craigslist.org/brx/kid/d/evan-friends-daycare-licensed/6314571123.html,bronx ny,"
        
MONDAY-FRIDAY 8AM-6PM WITH AN ASSISTANT!!
(178TH AND CLINTON)
ACCEPTS ALL PROGRAMS AND PRIVATE
PICKUPS IN AREA 
ALL MEALS INCLUDED
NEW BORN-12 YEAR OLD
INDOOR AND OUTDOOR ACTIVITIES
PAMPERS AND WIPES provided call  
 
    "
Deep-Tissue Massages + Baths for Girls,https://newyork.craigslist.org/brx/kid/d/deep-tissue-massages-baths/6289076391.html,"Bx, Bk, NY, Qe","
        
Deep-Tissue Massages + Baths for Girls
Full-Body Massages, Bikini, Oil Baths and lots more
Luxury Parlor for Girls, Professional, Private, Very Discreet    "
Evan & Friends Daycare/ Licensed Child Care Provider,https://newyork.craigslist.org/brx/kid/d/evan-friends-daycare-licensed/6314571756.html,bronx ny,"
        
MONDAY-FRIDAY 8AM-6PM WITH AN ASSISTANT!!
(178TH AND CLINTON)
ACCEPTS ALL PROGRAMS AND PRIVATE
PICKUPS IN AREA 
ALL MEALS INCLUDED
NEW BORN-12 YEAR OLD
INDOOR AND OUTDOOR ACTIVITIES
PAMPERS AND WIPES provided call  
 
    "
RELIABLE EXPERIENCED nanny/housekeeper,https://newyork.craigslist.org/lgi/kid/d/reliable-experienced-nanny/6314558022.html,MANHATTAN,"
        
Extremely dedicated, very responsible, 
educated nanny/housekeeper seeks live-out 
nanny, housekeeper position in Manhattan.
I'm very loving, nurturing, caring, patient, 
trustworthy nanny with 18 years of 
experience, with excellent communication 
skills and ability to take care of multiple 
children.
I'm equally competent with newborns, 
toddlers, school-aged children. I truly love 
kids and enjoy engaging children in all 
educational activities. I love to read, play, 
teach young children and babies.
I'm highly-organized, energetic person
and very skilled in all aspects of 
housekeeping.
If you are looking for reliable person to 
care for your children, look no further. 
You won't be disappointed.
I'm looking forward to hearing from you.
Thank you for reading and have a great 
day.
    "
